,id,imdb_id,budget,popularity,original_language,release_date,vote_average,vote_count
11245,55343,tt0073502,0,3.7518769999999995,en,1975-07-01,6.6,15.0
11246,5072,tt0464196,0,9.632547,en,2006-05-19,6.4,169.0
11247,2566,tt0417189,0,3.3336650000000003,fr,2005-05-16,7.1,30.0
11248,1249,tt0427969,0,7.464981,en,2006-08-31,6.1,101.0
11249,9954,tt0475944,20000000,12.72212,en,2006-09-08,5.2,295.0
11250,43829,tt0031507,1600000,9.067078,en,1939-01-14,6.1,17.0
11251,171771,tt2449612,0,0.025664999999999997,en,2013-03-03,0.0,0.0
11252,7511,tt0434139,20000000,9.996541,en,2006-09-10,5.9,125.0
11253,32687,tt0435479,0,1.129631,fr,2005-01-01,6.0,7.0
11254,14057,tt0427968,9000000,10.184628,en,2005-09-01,5.5,29.0
11255,13075,tt0423169,2000000,3.319349,en,2006-09-08,6.3,43.0
11256,24916,tt0277605,0,0.870092,cn,1998-06-11,6.0,15.0
11257,7512,tt0387808,30000000,12.130803,en,2006-09-01,6.3,681.0
11258,1776,tt0486358,0,4.886956,en,2006-09-15,6.6,119.0
11259,1963,tt0456470,10,2.717261,ko,2005-05-12,6.7,49.0
11260,58905,tt0026249,0,0.456739,en,1935-08-21,3.0,2.0
11261,10846,tt0419198,35000000,5.524817,it,2005-10-14,6.9,110.0
11262,32969,tt0063456,1800000,1.916337,en,1968-07-18,6.8,24.0
11263,1381,tt0414993,35000000,11.577121,en,2006-09-06,6.8,852.0
11264,15097,tt0109440,0,7.985398,en,1994-03-09,7.7,193.0
11265,34068,tt0118644,0,2.499591,en,1997-04-30,6.3,16.0
11266,43837,tt0032080,0,1.378422,en,1939-05-05,5.6,14.0
11267,15374,tt0064107,0,1.852328,en,1969-12-04,5.9,23.0
11268,15242,tt0069289,0,1.8117470000000002,en,1972-09-08,6.4,26.0
11269,125759,tt0129414,0,0.053375,en,1998-06-09,7.0,1.0
11270,300,tt0354899,6000000,10.603991,fr,2006-02-11,6.8,253.0
11271,31148,tt0032342,0,1.461503,en,1940-09-21,6.8,9.0
11272,16411,tt0439630,1549000,4.331811,cn,2005-05-12,6.3,46.0
11273,44046,tt0120088,4000000,2.0455419999999997,en,1998-01-17,5.3,16.0
11274,52859,tt0032728,0,5.72178,en,1940-11-11,6.4,18.0
11275,76117,tt0048432,0,0.294175,en,1955-07-01,7.2,6.0
11276,9676,tt0387877,50000000,6.506572,en,2006-09-15,5.7,292.0
11277,6948,tt0380066,0,3.601261,en,2006-09-25,5.6,63.0
11278,15213,tt0430779,0,5.7873339999999995,en,2006-09-15,5.9,55.0
11279,9766,tt0421206,30000000,5.025475,en,2006-09-15,6.6,210.0
11280,32761,tt0098327,0,5.694032,de,1989-05-19,7.6,65.0
11281,12249,tt0405629,0,0.692062,en,2004-01-29,6.8,22.0
11282,34127,tt0038260,0,2.395994,en,1945-01-01,5.2,11.0
11283,390,tt0110361,0,1.2182790000000001,pt,1994-12-16,7.4,17.0
11284,66487,tt0086377,0,0.225313,en,1983-01-01,6.8,4.0
11285,1595,tt0382357,0,1.824186,en,2004-09-10,5.4,14.0
11286,1622,tt0415932,0,2.753316,fr,2005-05-11,6.9,27.0
11287,15742,tt0410730,0,5.141933,hu,2006-08-23,6.3,61.0
11288,161277,tt0365215,0,0.29673099999999997,en,2003-01-01,0.0,0.0
11289,43410,tt0382383,0,0.507051,hi,2004-05-22,6.5,12.0
11290,5726,tt0060712,0,1.075191,en,1966-11-17,5.9,11.0
11291,1666,tt0799954,0,3.800868,en,2006-10-27,7.0,81.0
11292,5721,tt0063787,76000,1.310245,en,1968-10-15,5.5,16.0
11293,41758,tt0376591,0,5.234659,en,2005-05-28,6.4,14.0
11294,51079,tt0020269,0,0.807057,en,1929-02-01,6.9,6.0
11295,43122,tt0024473,0,3.491337,en,1933-08-17,6.2,11.0
11296,1579,tt0472043,40000000,7.735233,en,2006-12-07,7.3,1252.0
11297,119907,tt0107152,0,0.055173,en,1993-09-15,5.0,1.0
11298,65488,tt0050882,5000000,2.6079939999999997,en,1957-12-20,5.2,13.0
11299,9664,tt0454824,60000000,5.460942,en,2006-09-22,6.3,274.0
11300,12094,tt0493430,11000000,7.915367999999999,en,2006-09-22,6.4,306.0
11301,1717,tt0405676,55000000,7.991167999999999,en,2006-09-10,5.7,95.0
11302,15624,tt0435623,450000,2.333661,en,2006-06-07,6.2,38.0
11303,15997,tt0110300,0,8.988560000000001,en,1994-12-12,6.1,126.0
11304,47190,tt0008395,0,0.041727,ru,1918-05-14,5.0,1.0
11305,2753,tt0090576,0,1.899468,nl,1986-02-06,6.8,12.0
11306,496,tt0443453,18000000,8.278336,en,2006-11-01,6.5,1617.0
11307,40862,tt0815181,0,0.303529,en,2006-01-01,8.0,6.0
11308,1417,tt0457430,19000000,26.817753999999997,es,2006-05-27,7.6,3122.0
11309,24751,tt0049092,0,2.050561,en,1956-03-28,3.8,12.0
11310,4643,tt0406816,70000000,10.031817,en,2006-09-28,6.8,394.0
11311,7484,tt0400717,85000000,11.744242,en,2006-09-29,6.1,676.0
11312,9842,tt0462519,20000000,10.725567,en,2006-09-29,5.6,112.0
11313,36249,tt0337114,0,0.589159,en,2005-01-01,4.0,6.0
11314,111642,tt0030746,0,2.115376,en,1938-10-18,8.0,5.0
11315,27275,tt0384116,0,2.742702,tr,2004-11-12,7.4,43.0
11316,1422,tt0407887,90000000,18.515448000000003,en,2006-10-05,7.9,4455.0
11317,10781,tt0420294,16000000,10.516112,en,2006-10-06,5.9,412.0
11318,9794,tt0424993,12000000,8.596352,en,2006-10-06,5.4,156.0
11319,9978,tt0457495,40000000,8.778999,en,2006-07-21,5.1,219.0
11320,30025,tt0044040,0,2.739096,en,1951-06-13,3.9,4.0
11321,14812,tt0427339,0,1.7490240000000001,nb,2004-09-24,6.3,18.0
11322,164687,tt0026262,0,0.9772540000000001,en,1935-08-23,5.8,4.0
11323,8332,tt0337573,1900000,2.266307,de,2005-04-24,6.7,38.0
11324,3593,tt0032412,0,0.6629189999999999,en,1940-04-09,6.1,15.0
11325,7510,tt0439289,12000000,4.926507,en,2006-10-27,5.8,80.0
11326,28115,tt0037644,0,1.61966,en,1945-03-02,4.9,9.0
11327,28297,tt0039224,0,3.119264,en,1947-06-30,7.1,40.0
11328,16548,tt0436262,0,10.146313000000001,en,2005-01-21,5.7,21.0
11329,1975,tt0433386,20000000,6.768803999999999,en,2006-10-13,5.3,288.0
11330,9895,tt0483726,20000000,7.018483,en,2006-10-09,5.8,129.0
11331,8975,tt0419946,20000000,6.679167999999999,en,2006-10-13,5.0,165.0
11332,9672,tt0420609,13000000,5.169999,en,2006-11-16,6.4,60.0
11333,15005,tt0430431,20000000,3.660528,en,2006-10-13,6.1,12.0
11334,39183,tt0489247,1000000,0.11081300000000001,en,2006-01-01,4.7,3.0
11335,42236,tt0074291,0,2.6932810000000003,it,1976-12-07,7.1,24.0
11336,52360,tt0032612,0,0.482353,en,1940-09-19,4.5,4.0
11337,98498,tt0105618,0,0.149622,en,1993-03-25,9.0,4.0
11338,46774,tt0024966,0,0.472296,ru,1934-11-07,4.8,5.0
11339,86,tt0430051,6000000,11.552537,de,2006-02-10,6.4,34.0
11340,78479,tt0448909,0,0.6527810000000001,fi,2006-02-17,7.0,13.0
11341,10070,tt0426459,0,7.888988,en,2005-10-14,6.1,162.0
11342,13209,tt0499537,2500,1.52896,fa,2006-05-26,6.7,27.0
11343,1440,tt0404203,26000000,7.311147999999999,en,2006-10-06,6.9,243.0
11344,13364,tt0814075,0,2.583226,en,2006-06-24,7.5,57.0
11345,43847,tt0030418,0,1.632643,en,1938-08-26,6.4,6.0
11346,28932,tt0077531,11,3.566996,en,1978-04-26,6.5,30.0
11347,18925,tt0805526,100000,7.485908,en,2006-09-29,6.6,64.0
11348,77198,tt0024916,0,0.521533,en,1934-11-30,4.6,5.0
11349,1523,tt0455590,6000000,9.424157000000001,en,2006-09-01,7.4,568.0
11350,14201,tt0478049,0,1.337104,en,2006-09-15,6.5,17.0
11351,1378,tt0367027,2000000,11.547748,en,2006-05-20,6.3,141.0
11352,49481,tt0324952,0,2.963648,en,2003-10-08,4.9,8.0
11353,9693,tt0206634,76000000,14.114606,en,2006-09-22,7.4,2120.0
11354,1124,tt0482571,40000000,16.94556,en,2006-10-19,8.0,4510.0
11355,3683,tt0418689,90000000,9.224494,en,2006-10-18,6.7,532.0
11356,14012,tt0434215,15000000,3.94159,en,2006-10-20,6.1,52.0
11357,43673,tt0492492,0,5.381609,en,2006-10-20,5.7,13.0
11358,4285,tt0117143,0,0.634599,de,1995-09-30,6.8,6.0
11359,14097,tt0417397,9500000,9.586723,ru,2005-09-19,6.8,65.0
11360,59500,tt0416871,0,0.939785,fi,2006-09-08,5.9,17.0
11361,78507,tt0019415,0,1.350301,de,1928-03-22,7.4,15.0
11362,8194,tt0473488,0,7.34846,en,2006-09-29,6.8,98.0
11363,5890,tt0431641,0,6.7547440000000005,ja,2005-03-12,6.4,45.0
11364,6077,tt0475169,0,2.38476,fr,2005-09-01,6.9,66.0
11365,214,tt0489270,10000000,14.938035000000001,en,2006-10-27,6.1,1104.0
11366,1123,tt0437232,0,3.451518,en,2006-10-27,6.4,26.0
11367,21173,tt0853096,2000000,4.028906,en,2006-10-27,5.7,18.0
11368,50573,tt0296845,0,1.917878,en,2001-10-17,6.4,21.0
11369,36922,tt0044170,0,0.42053900000000005,de,1951-08-31,6.0,6.0
11370,43071,tt0259134,0,1.5371,fr,2002-09-25,6.4,13.0
11371,59087,tt0044314,0,8.253802,en,1952-02-22,7.2,19.0
11372,14620,tt0457297,0,5.7766660000000005,en,2006-10-10,4.6,255.0
11373,43884,tt0027438,1200000,5.39865,en,1936-10-20,6.8,18.0
11374,80427,tt0258885,0,0.622742,zh,2000-09-04,6.8,18.0
11375,21156,tt0407236,0,2.365427,cs,2005-11-17,6.7,18.0
11376,11619,tt0424095,149000000,9.922577,en,2006-10-22,6.0,909.0
11377,1427,tt0396171,50000000,10.297303999999999,en,2006-09-13,7.1,1198.0
11378,23030,tt0060121,4800000,4.953729,en,1966-05-04,5.9,29.0
11379,13767,tt0452681,12000000,6.829528,en,2006-11-01,5.0,241.0
11380,19109,tt0385057,0,6.038144,en,2005-08-05,5.8,27.0
11381,33218,tt0047969,0,2.16539,en,1955-05-05,6.4,26.0
11382,144541,tt0288491,0,0.254635,en,2001-09-28,7.6,5.0
11383,24553,tt0411098,0,2.271382,fr,2005-09-01,7.3,14.0
11384,21057,tt0108432,0,5.114861,ja,1993-01-01,6.3,46.0
11385,68736,tt0067275,0,0.035283999999999996,en,1971-08-27,10.0,1.0
11386,67880,tt0030149,0,0.724273,en,1938-08-09,3.5,4.0
11387,35561,tt0032221,0,0.9110530000000001,en,1940-12-25,4.8,8.0
11388,60567,tt0057277,0,0.8655440000000001,bn,1963-09-27,8.0,16.0
11389,4928,tt0053454,0,1.441529,en,1959-05-20,5.8,16.0
11390,27295,tt0104905,0,3.291757,en,1992-07-24,4.4,18.0
11391,55831,tt0439478,0,0.708481,en,2005-08-05,6.8,3.0
11392,12486,tt0488539,0,2.515565,en,2006-12-01,3.2,13.0
11393,20785,tt0075988,0,1.359057,en,1977-12-17,7.3,11.0
11394,9726,tt0401445,35000000,7.82187,en,2006-09-09,6.5,360.0
11395,2152,tt0811136,0,1.8310009999999999,en,2006-10-27,6.5,12.0
11396,36215,tt0417243,0,1.43638,ja,2004-01-01,6.5,24.0
11397,61650,tt0040367,1500000,1.0614860000000002,en,1948-08-20,6.7,24.0
11398,10093,tt0433442,15000000,9.338989,en,2006-11-10,5.1,61.0
11399,14799,tt0470765,12000000,12.142183000000001,en,2006-11-22,5.9,44.0
11400,29044,tt0457496,0,1.389875,en,2005-01-01,6.6,9.0
11401,13542,tt0388364,0,1.757911,en,2004-01-01,6.4,10.0
11402,21710,tt0486585,0,2.048857,en,2005-11-07,6.6,17.0
11403,8588,tt0420901,0,10.815760000000001,en,2006-03-08,7.5,39.0
11404,36557,tt0381061,150000000,23.065078,en,2006-11-14,7.3,3930.0
11405,9836,tt0366548,100000000,15.088318,en,2006-11-16,5.9,1457.0
11406,9809,tt0454987,4000000,3.8568269999999996,en,2006-11-17,5.5,70.0
11407,7551,tt0453467,75000000,14.922904,en,2006-11-22,6.6,1519.0
11408,10741,tt0308055,0,9.614816000000001,en,2006-09-05,6.4,120.0
11409,9969,tt0790604,0,5.162761,en,2006-11-22,5.1,109.0
11410,2357,tt0499603,0,3.8982360000000003,en,2006-09-11,6.6,50.0
11411,1581,tt0457939,85000000,14.043416,en,2006-12-08,6.7,1259.0
11412,21600,tt0033740,0,1.6431099999999998,en,1941-10-31,4.8,8.0
11413,57977,tt0347449,0,0.8272889999999999,en,2004-01-01,6.6,14.0
11414,313,tt0448124,12000000,11.556057000000001,en,2006-02-09,7.3,51.0
11415,7873,tt0433387,2000000,7.659357000000001,en,2005-09-11,6.3,198.0
11416,14823,tt0490166,0,2.216329,en,2006-12-01,6.5,34.0
11417,27387,tt0330181,250000,6.677536,en,2003-05-13,4.4,18.0
11418,8324,tt0460792,0,5.397239,en,2006-05-16,5.9,101.0
11419,29415,tt0029957,0,2.760745,fr,1938-12-23,6.6,17.0
11420,27019,tt0071381,0,1.412839,fr,1974-09-18,7.5,25.0
11421,85505,tt0021148,0,0.336991,en,1930-11-29,6.0,3.0
11422,42822,tt0023731,0,1.530243,en,1932-12-24,5.8,10.0
11423,5698,tt0000439,150,4.248169,en,1903-12-01,7.1,116.0
11424,36265,tt0059719,0,4.7286980000000005,es,1965-02-08,7.8,34.0
11425,2179,tt0365830,22000000,7.98193,en,2006-11-22,6.5,419.0
11426,39219,tt0053810,0,0.264959,en,1960-11-14,5.4,6.0
11427,47156,tt0031500,0,0.287051,en,1939-05-19,4.7,6.0
11428,15152,tt0464913,0,6.926251,fr,2006-04-05,7.2,342.0
11429,14457,tt0393635,0,10.382533,en,2005-03-13,5.2,53.0
11430,76211,tt0040795,0,3.115951,en,1948-01-01,6.1,13.0
11431,38450,tt0074776,0,1.095995,en,1976-04-22,6.6,13.0
11432,15804,tt0101985,0,3.2489779999999997,zh,1991-07-27,8.4,45.0
11433,14978,tt0378378,0,1.01593,en,2004-09-17,4.4,5.0
11434,2447,tt0762121,35000000,4.68645,en,2006-12-01,6.4,36.0
11435,10032,tt0480271,0,5.9852360000000004,en,2006-12-01,5.1,162.0
11436,9796,tt0454970,10000000,11.951258000000001,en,2006-12-01,5.3,197.0
11437,1372,tt0450259,100000000,12.477872,en,2006-12-07,7.4,2344.0
11438,22440,tt0027545,0,2.0760080000000003,en,1936-05-11,6.3,24.0
11439,39554,tt0072886,0,1.028259,en,1975-06-01,5.3,10.0
11440,17604,tt0059710,0,5.632803,en,1965-04-10,5.7,13.0
11441,15077,tt0491244,0,3.233724,en,2006-04-27,7.1,37.0
11442,18147,tt0488658,26000000,5.437197,en,2006-12-08,5.5,68.0
11443,54910,tt0479965,0,0.708427,en,2006-12-08,6.0,1.0
11444,9986,tt0413895,85000000,10.254314,en,2006-12-15,5.8,300.0
11445,2486,tt0449010,100000000,9.851133,en,2006-12-14,4.9,990.0
11446,1246,tt0479143,24000000,11.697604,en,2006-12-20,6.5,858.0
11447,43970,tt0472113,0,0.765523,fa,2005-01-01,8.1,4.0
11448,18615,tt0422295,16800000,5.108321,en,2006-08-30,5.8,73.0
11449,40574,tt0014945,0,1.153412,en,1924-04-20,6.9,14.0
11450,13210,tt0046889,0,2.744345,en,1955-05-16,7.0,36.0
11451,25060,tt0399934,0,2.702334,en,2004-01-01,4.4,12.0
11452,12795,tt0443431,500000,5.978211,en,2006-04-28,5.2,48.0
11453,11653,tt0365847,0,9.161849,zh,2005-05-11,6.3,85.0
11454,16066,tt0379918,0,1.143836,en,2005-06-30,6.3,6.0
11455,95797,tt0022550,0,0.933263,en,1931-09-01,7.3,10.0
11456,77966,tt0023385,0,0.656431,en,1932-06-25,6.3,14.0
11457,55819,tt0085398,0,2.388788,en,1983-08-26,6.2,10.0
11458,46948,tt0091786,0,1.8283220000000002,en,1986-01-31,5.6,14.0
11459,97519,tt0070337,12,0.9076290000000001,es,1973-03-17,4.6,7.0
11460,43791,tt0049471,0,1.210668,en,1956-03-15,6.8,24.0
11461,82944,tt0055464,0,0.911178,en,1961-12-23,6.5,8.0
11462,14202,tt0446755,19400000,11.370183,en,2006-12-09,7.1,319.0
11463,11170,tt0758794,65000000,5.401746,en,2006-12-12,6.7,189.0
11464,12924,tt0381348,0,6.74453,ja,2004-11-20,6.9,108.0
11465,30060,tt0084509,0,8.302414,en,1982-10-21,8.0,36.0
11466,1247,tt0343737,85000000,11.057536,en,2006-12-11,6.3,342.0
11467,1125,tt0443489,70000000,7.739633,en,2006-12-25,6.6,292.0
11468,8436,tt0487503,0,2.051237,fr,2006-08-09,6.7,32.0
11469,14277,tt0831315,5000,0.651714,en,2006-06-01,6.3,16.0
11470,11214,tt0478324,0,0.934533,de,2005-09-10,7.5,18.0
11471,33583,tt0065622,0,5.619235,it,1971-01-01,6.9,50.0
11472,1646,tt0463998,21000000,13.585232999999999,en,2007-01-05,7.6,368.0
11473,58923,tt0783612,2000000,0.525385,en,2006-08-16,7.0,10.0
11474,47143,tt0422491,0,0.9884149999999999,fr,2005-05-04,7.4,8.0
11475,7736,tt0064536,0,1.3981,de,1969-10-07,6.7,12.0
11476,1730,tt0460829,0,6.610774,en,2006-09-06,7.1,249.0
11477,42241,tt0075177,45000,1.070492,la,1976-12-17,8.0,15.0
11478,20537,tt0090798,0,2.88364,en,1986-08-29,6.3,25.0
11479,12812,tt0364120,0,0.516347,fr,2004-02-08,6.9,5.0
11480,8618,tt0464049,4000000,3.4035830000000002,en,2006-10-02,6.6,66.0
11481,1259,tt0465551,15000000,8.593086999999999,en,2006-12-25,6.9,239.0
11482,20842,tt0068370,70000,1.7960650000000002,en,1973-02-28,5.3,28.0
11483,10908,tt0139151,15000000,7.965505,en,1999-09-25,5.1,52.0
11484,34943,tt0033582,0,0.6713359999999999,en,1941-01-16,6.0,10.0
11485,27067,tt0120448,0,2.4193740000000004,fr,1997-06-04,6.7,14.0
11486,9053,tt0398913,21000000,5.756379,en,2006-09-07,5.0,207.0
11487,1494,tt0473444,110,6.238036,zh,2006-12-21,6.6,206.0
11488,13318,tt0808185,0,3.422864,no,2006-05-26,6.9,68.0
11489,10462,tt0109644,0,1.618751,en,1994-12-18,4.9,16.0
11490,182,tt0452624,32000000,5.290831,en,2006-12-08,5.9,87.0
11491,31048,tt0428038,0,6.185658,en,2005-10-21,6.1,12.0
11492,1251,tt0498380,19000000,11.649588,en,2006-12-19,7.2,553.0
11493,43512,tt0036275,0,0.346945,en,1943-04-29,6.0,4.0
11494,9656,tt0454082,9000000,7.888302,en,2006-12-25,4.8,119.0
11495,5393,tt0308353,47000000,13.139892999999999,en,2006-09-14,4.6,108.0
11496,14171,tt0763840,12000000,4.068478,en,2006-12-15,5.5,48.0
11497,14396,tt0462229,20000000,11.107148,en,2007-01-05,4.7,78.0
11498,1931,tt0775539,13000000,5.607508,en,2007-05-16,6.1,90.0
11499,13967,tt0482546,30000000,8.599342,en,2006-12-03,6.3,143.0
11500,9992,tt0344854,86000000,11.621534,en,2006-12-13,6.0,663.0
11501,16371,tt0220806,0,1.3208870000000001,ko,1999-11-13,5.8,22.0
11502,19344,tt0323120,900000,7.528482,en,2006-03-08,6.4,55.0
11503,8275,tt0808146,0,8.152676,en,2006-12-07,5.3,507.0
11504,79767,tt0359254,0,0.469667,en,2004-09-06,6.4,5.0
11505,2433,tt0062873,0,3.454623,fr,1967-03-08,7.5,74.0
11506,2204,tt0069687,0,2.988528,de,1974-05-17,7.2,45.0
11507,42567,tt0043455,0,2.162008,en,1951-08-10,4.7,10.0
11508,26518,tt0468526,300000,2.196695,en,2006-01-01,6.3,36.0
11509,14449,tt0465676,0,2.591175,zh,2006-09-14,6.2,37.0
11510,13771,tt0489327,0,3.740068,en,2006-09-02,6.5,48.0
11511,33375,tt0397551,0,0.885042,hi,2006-01-14,3.0,1.0
11512,10810,tt0382271,0,1.909852,es,2005-08-12,6.1,14.0
11513,1773,tt0022626,0,0.649011,en,1932-08-04,5.4,7.0
11514,11578,tt0045081,0,4.454569,fr,1953-06-05,7.2,34.0
11515,11972,tt0043918,0,2.865776,it,1952-03-28,7.6,45.0
11516,38025,tt0461970,0,1.2743879999999999,en,2006-03-02,5.8,9.0
11517,27095,tt0422133,0,2.337139,fr,2005-05-14,4.9,14.0
11518,31325,tt0464828,0,2.725556,en,2006-09-13,5.7,19.0
11519,4283,tt0772193,0,2.454709,en,2007-01-12,4.7,45.0
11520,7457,tt0426883,0,7.655603,en,2006-01-27,6.6,463.0
11521,8398,tt0455960,10000000,7.160966999999999,en,2007-01-19,5.6,253.0
11522,13551,tt0783238,0,4.028773,en,2006-11-07,6.4,66.0
11523,36878,tt0054377,0,2.952714,fr,1960-02-18,7.8,15.0
11524,19166,tt0395585,6000000,5.499612,en,2005-01-01,4.9,54.0
11525,43470,tt0038984,0,1.3915799999999998,en,1946-07-06,7.6,8.0
11526,3549,tt0457655,0,5.099115,da,2006-02-24,7.2,102.0
11527,25648,tt0497986,0,3.376611,ko,2006-06-30,7.1,61.0
11528,11225,tt0478160,0,0.460854,hu,2005-09-04,8.4,5.0
11529,6166,tt0121210,0,2.317554,en,1963-06-08,6.8,33.0
11530,19629,tt0415234,0,1.38669,en,2005-04-22,4.3,6.0
11531,12183,tt0373445,0,1.756489,en,2005-08-03,5.2,16.0
11532,56705,tt0090881,0,2.230313,en,1986-05-21,5.4,20.0
11533,27337,tt0468795,0,2.186388,ja,2005-07-23,7.3,34.0
11534,78318,tt0031516,0,0.6577390000000001,en,1939-06-10,6.4,5.0
11535,37952,tt0366721,0,1.2494020000000001,el,2004-02-20,7.3,16.0
11536,46919,tt0060959,0,4.892157,cs,1966-12-30,7.3,54.0
11537,1265,tt0398808,60000000,8.460206,en,2007-02-16,7.0,1146.0
11538,14137,tt0453453,0,1.521008,en,2006-09-15,5.3,22.0
11539,15689,tt0369359,0,2.783147,en,2004-10-01,4.0,12.0
11540,27432,tt0076263,100000,2.7778560000000003,en,1978-11-14,6.5,27.0
11541,36877,tt0021331,0,1.547374,fr,1932-01-20,6.7,27.0
11542,14891,tt0758743,0,0.9080520000000001,en,2006-09-22,5.6,17.0
11543,12547,tt0376181,0,1.606225,en,2005-05-12,6.3,12.0
11544,25623,tt0076162,0,4.321776,ja,1977-08-26,7.1,117.0
11545,13140,tt0822389,0,1.4892940000000001,en,2006-08-17,6.1,18.0
11546,13365,tt0473434,0,0.769595,en,2005-09-15,6.9,12.0
11547,10758,tt0473308,2000000,11.276024000000001,en,2007-05-25,6.6,132.0
11548,26594,tt0846789,0,4.457291000000001,en,2006-03-26,5.5,58.0
11549,22473,tt0418004,0,8.557727,en,2005-09-09,6.4,31.0
11550,51863,tt0058578,0,1.046864,en,1964-05-05,7.5,21.0
11551,50754,tt0066356,0,0.001021,en,1970-01-01,7.5,20.0
11552,74126,tt0039651,0,0.719233,ja,1947-05-21,6.8,9.0
11553,16138,tt0417072,0,2.0044049999999998,ko,2004-08-13,6.3,38.0
11554,13668,tt0395495,25000000,5.953412999999999,en,2006-10-20,5.8,109.0
11555,7516,tt0475394,17000000,7.906434,en,2006-12-09,6.4,541.0
11556,10075,tt0397044,0,5.415846,en,2007-01-26,5.5,92.0
11557,9760,tt0799949,20000000,5.549608999999999,en,2007-01-25,3.2,334.0
11558,9966,tt0425430,16000000,9.629399000000001,en,2007-02-02,5.6,216.0
11559,1257,tt0490084,0,14.764607,en,2007-02-02,5.8,194.0
11560,1248,tt0367959,50000000,2.159558,en,2007-02-06,6.0,666.0
11561,9757,tt0477051,60000000,7.667874,en,2007-02-08,5.0,434.0
11562,56165,tt0060168,0,0.53403,en,1966-01-01,4.7,3.0
11563,90560,tt0139820,0,1.486509,ja,1966-10-01,7.3,10.0
11564,5206,tt0469754,3000000,4.0661059999999996,da,2006-09-21,6.8,58.0
11565,14761,tt0380268,0,2.941626,en,2006-04-26,7.5,56.0
11566,1252,tt0441774,0,5.694413,en,2006-04-30,6.0,88.0
11567,2062,tt0382932,150000000,20.508029999999998,en,2007-06-22,7.5,4510.0
11568,11650,tt0428541,0,5.070446,en,2006-05-01,5.9,35.0
11569,12580,tt0377079,0,2.482068,ja,2004-08-21,6.1,25.0
11570,40641,tt0055093,0,3.3254610000000002,fr,1961-03-03,7.3,27.0
11571,23544,tt0067595,0,0.766972,en,1971-02-02,6.9,12.0
11572,2266,tt0401711,13000000,6.980486,fr,2006-05-16,6.7,213.0
11573,5172,tt0469263,13000000,6.862146000000001,en,2006-10-15,6.2,124.0
11574,15962,tt0432972,0,1.495971,da,2005-10-07,6.8,12.0
11575,9965,tt0423505,0,3.055036,en,2004-12-28,5.5,55.0
11576,13127,tt0478024,0,8.416631,zh,2005-11-18,6.8,72.0
11577,34866,tt0056210,0,0.24238400000000002,en,1962-10-24,6.8,6.0
11578,37725,tt0482527,15500000,8.960677,en,2006-12-26,6.3,279.0
11579,40973,tt0066115,5000000,0.619657,en,1970-06-24,4.8,9.0
11580,63460,tt0084861,0,0.870174,en,1982-01-22,6.0,14.0
11581,13517,tt0396042,0,4.407038,en,2006-09-10,4.7,18.0
11582,22105,tt0469062,0,10.488933,en,2006-01-01,5.4,23.0
11583,2016,tt0444182,14500000,10.021547,fr,2006-05-25,6.7,96.0
11584,3024,tt0062908,0,0.42445200000000005,en,1968-01-07,0.0,0.0
11585,47200,tt0406216,0,0.47589,en,2004-01-01,6.0,4.0
11586,17266,tt0118414,0,4.315717,en,1997-05-18,6.3,54.0
11587,9828,tt0450340,3700000,13.505066000000001,en,2006-11-03,6.4,116.0
11588,34038,tt0061937,0,2.70213,en,1967-12-25,5.8,28.0
11589,71506,tt0379473,0,0.361798,en,2005-01-21,4.7,3.0
11590,74581,tt0027672,0,0.717874,ja,1936-10-15,6.7,11.0
11591,9958,tt0425601,5000000,3.172765,en,2006-10-06,6.8,53.0
11592,1250,tt0259324,110000000,11.902353999999999,en,2007-02-16,5.2,1754.0
11593,4169,tt0401997,0,6.885358999999999,en,2007-02-12,6.5,174.0
11594,16555,tt0778661,10000000,6.063809,en,2007-02-14,6.6,19.0
11595,11172,tt0758766,40000000,7.196688000000001,en,2007-02-09,6.2,569.0
11596,3594,tt0481369,30000000,8.140941,en,2007-02-23,6.3,1045.0
11597,10090,tt0499554,10000000,4.468247,en,2007-02-23,5.6,72.0
11598,7874,tt0462200,15000000,7.050403,en,2006-12-08,6.6,247.0
11599,14845,tt0375785,0,2.268351,en,2006-10-21,5.8,27.0
11600,29965,tt0463903,0,1.2623389999999999,en,2005-05-12,6.8,12.0
11601,13916,tt0339526,0,3.3467510000000003,en,2005-12-26,5.6,9.0
11602,52920,tt0077350,0,0.004974,pl,1978-12-08,8.5,7.0
11603,48215,tt0088983,0,1.2677559999999999,ja,1985-01-01,5.1,4.0
11604,22485,tt0449121,0,0.95225,en,2006-04-21,6.9,10.0
11605,13393,tt0476735,0,1.7128150000000002,tr,2005-11-18,7.8,32.0
11606,12271,tt0432402,7000000,19.651792999999998,en,2006-12-29,6.2,83.0
11607,40394,tt0075163,0,3.9476139999999997,it,1976-03-02,4.6,20.0
11608,17919,tt0461872,15000000,2.529274,en,2005-10-24,7.2,25.0
11609,13185,tt0435680,994000,5.230003,en,2006-03-03,6.2,61.0
11610,26655,tt0469937,5000000,2.2557810000000003,en,2006-06-06,3.6,16.0
11611,42630,tt0063210,0,3.40004,en,1968-11-19,6.6,10.0
11612,22172,tt0094057,0,3.68961,en,1987-05-09,5.6,70.0
11613,42721,tt0060586,0,0.9635360000000001,ja,1966-09-09,7.1,7.0
